Featured,Track,Name1,JobTitle1,Company1,Name2,JobTitle2,Company2,Title,Abstract,LinkedIn1,Twitter1,LinkedIn2,Twitter2,Slides,Picture,YouTube,Keywords,Duration
No,ai,Michele Dodic,SRE Associate Manager,Accenture,Anastasia Archangelskaya,Cloud Advisory Manager,Accenture,Journey to Next-Gen AIOps Powered by eBPF and GenAI,"Dive deep into the journey to Next-Gen AIOps! Beginning with foundational steps, such as observability, we progress to advanced AI-driven problem-solving powered by eBPF and GenAI, aiming to shift the paradigm from reactive to predictive and beyond to zero-touch-operations.",https://www.linkedin.com/in/michele-dodic/,,https://www.linkedin.com/in/anastasia-archangelskaya-06391130/,,,Michele Dodic & Anastasia Archangelskaya_sre.png,https://youtu.be/qMxcF6-W5Vo,"journey,next-gen,aio",
No,ai,Asutosh Mourya,Engineering Management,trilitech,,,,Future-Proofing SRE: Integrating AI for Resilience and Efficiency,"Join Asutosh Mourya to explore the future of SRE: Merging AI with reliability engineering for smarter, unbreakable systems. Discover tools, strategies, and lessons to not just fix but foresee and forestall failures. Elevate your SRE game and gear up for a resilient tomorrow.",https://www.linkedin.com/in/asutosha/,,,,,Asutosh Mourya_sre.png,https://youtu.be/ULbguBen10E,"future-proofing,integrating,resilience",
No,ai,Indika Wimalasuriya,"Associate Director, Senior Systems Engineering Manager",Virtusa,,,,SRE 2.0: Amplifying Reliability with GenAI,"Elevate your SRE 2.0 practices with GenAI integration. Discover how GenAI addresses traditional challenges, amplifying reliability, scalability, and efficiency. Explore real-world use cases, implementation strategies, and future trends for navigating reliability enhancements in the digital age.",https://lk.linkedin.com/in/indika-wimalasuriya,,,,,Indika Wimalasuriya_sre.png,https://youtu.be/PaA5I4lkvxo,"amplifying,genai,reliability",
No,chaos,Peter De Tender,Business Program Manager - Azure Technical Trainer,Microsoft,,,,Stress-testing Azure Resources using Chaos Studio,"Azure Chaos Studio allows organizations to run disaster exercises and stress-test their environments for outages and learn from it. This session will guide you through the concepts, using an action-packed demo scenario to blow you out of your seat.",https://www.linkedin.com/in/pdtit/,@pdtit,,,,Peter De Tender_sre.png,https://youtu.be/ZjNN4av54e8,"stress-testing,azure,chaos",
No,chaos,Hareesh Iyer,Senior Solutions Architect,AWS,,,,Chaos Engineering in Action: Practical Techniques for Building Fault-Tolerant Systems,"This session explores chaos engineering, a proactive approach to identifying and resolving vulnerabilities in distributed systems. We will dive deep about techniques for injecting controlled failures into environments, simulating real-world disruptions, and observing system behavior under stress.",https://www.linkedin.com/in/hareeshiyer?original_referer=https%3A%2F%2Fwww.google.com%2F,,,,,Hareesh Iyer_sre.png,https://youtu.be/Pps07QsyvzU,"chaos,engineering,practical",
No,cloud,Ederson Brilhante,SRE Technical Leader,Cisco,,,,Building Secure and Flexible Multi-Cloud Images with Multi-Boot Mode: A Comprehensive CI/CD Approach,"Step into the world of innovation as I unveil our SRE team's strategy for Cisco's 'Resource Connector.' Witness how we integrate GitHub Actions, Packer, Ansible, Python, Golang, and bash, revolutionizing multi-cloud delivery. Real-world examples highlight our commitment to efficiency and reliability.",https://www.linkedin.com/in/edersonbrilhante,,,,,Ederson Brilhante_sre.png,https://youtu.be/anVYWRi7JL8,"building,secure,flexible",
No,cloud,Joshua Fox,Senior Cloud Architect,DoiT International,,,,"No WAFs: Don’t use a Web Application Firewall, and when you should, anyway","Web Application Firewalls give a false sense of security and add new costs and risk. I’ll tell some stories showing why not to use WAFs, and when you should, anyway. I will use various Cloud Armor to illustrate some use cases of an actually useful WAF.",https://www.linkedin.com/in/joshuafox/,@foxjoshua,,,,Joshua Fox_sre.png,https://youtu.be/XQywClfDEJw,"wafs,web,application",
No,cloud,Nikolay Sivko,Founder & CEO,Coroot,,,,Zero-instrumentation observability based on eBPF,"Join us as we explore leveraging eBPF for gathering telemetry data like metrics, logs, and traces, enabling efficient troubleshooting of container activities.",https://www.linkedin.com/in/nikolay-sivko/,@NikolaySivko,,,,Nikolay Sivko_sre.png,https://youtu.be/i_VbzftcDvk,"zero-instrumentation,observability,ebpf",
No,cloud,Alex Dejanu,SRE,Systematic,,,,"2024: I Don't Know K8S and at This Point, I'm Too Afraid To Ask","It's 2024 and everybody has used or at least heard about Kubernetes… If you're at the start of the journey into Kubernetes, or you'd like to understand why Kubernetes is a compute abstraction and a platform for building platforms, then this talk is for you.",https://www.linkedin.com/in/dejanualex/,@dejanualex,,,,Alex Dejanu_sre.png,https://youtu.be/0aEwa8KI8D8,"k8s,strategies,ask",
No,culture,Jorge Luis Castro Toribio,Lead of Transformation Strategy,NTT DATA,,,,Building more reliable product through SRE community of practices,"In today's fast-paced digital landscape, reliability is the cornerstone of success. Elevate your product reliability with SRE communities! Join my talk to discover how harnessing collective expertise drives innovation and ensures seamless user experiences. Let's build robust products together! #SRE",https://www.linkedin.com/in/jorgeluiscastrotoribio/,,,,,Jorge Luis Castro Toribio_sre.png,https://youtu.be/4_oyFML8INA,"building,reliable,community",
