Featured,Track,Name1,JobTitle1,Company1,Name2,JobTitle2,Company2,Title,Abstract,LinkedIn1,Twitter1,LinkedIn2,Twitter2,Slides,Picture,YouTube,Keywords,Duration
Yes,,Annie Tsai,Co-Founder,Hology,Adam Ringhede,Co-founder,Hology,Level Up: Why TypeScript/JavaScript for game development?,"Discover how TypeScript and JavaScript empower web developers to create modern games, and why now is the best time! Learn about tools, workflows, and real-world examples that make these languages ideal for building cross-platform interactive experiences on the web and mobile apps!",https://www.linkedin.com/in/annietsai8/,AnnieTsai124922,https://www.linkedin.com/in/adam-ringhede/,,,Annie Tsai & Adam Ringhede_js.png,https://youtu.be/coA-a5c5-hI,"level,why,typescript",
Yes,,Sharon Yelenik,Senior API and DevX Content Writer,Cloudinary,,,,"Making Docs and AI Work Together: Improving Context, Accuracy, and Agentic Coding in the IDE","AI can speed up the workflow, but without the right context, it can just as easily slow it down. This session explores how to balance AI assistance with documentation to maintain accuracy and control inside the IDE. Learn how modern APIs like Cloudinary, Auth0, and Firebase can work hand in hand with AI tools to generate cleaner code, automate tasks safely, and accelerate development without guesswork.",https://www.linkedin.com/in/sharon-yelenik-981214162/,,,,,Sharon Yelenik_js.png,https://youtu.be/tiJ8Ve2smkE,"ai,docs,accuracy",
Yes,,Gian Wild,"Founder, Owner and CEO",AccessibilityOz,,,,Accessible JavaScript: it's easier than you think!,"Twenty percent of the population has a disability: that means your users! It's easy enough to make your forms and JavaScript accessible, if you know how. Gian Wild gives concrete code examples and explains the three types of JavaScript functionality and the ten JavaScript and form principles.",https://www.linkedin.com/in/gianwild/,accessibilityoz,,,,Gian Wild_js.png,https://youtu.be/6X7JtkEhRX8,"accessible,easier,than",
Yes,,Daniel Afonso,Senior Developer Advocate,PagerDuty,,,,The 2025 State of JavaScript Testing,"This talk will go over what changed it the past decade regarding testing Web applications. We will focus on practices, patterns, and library changes and learn what the future holds for us around test runners, testing libraries, mocking, production practices, and AI-based tools.",https://www.linkedin.com/in/danieljcafonso/,danieljcafonso,,,,Daniel Afonso_js.png,https://youtu.be/CRzEAv1GzSI,"state,testing,tech",
Yes,,Aleksandr Tkachenko,Senior Software Engineer,Playtech,,,,Let Your Browser Take a Breather with a Scheduler.yield(),"Modern web applications often overload the browser’s main thread, causing sluggish interfaces and poor responsiveness. This talk explores how JavaScript’s single-threaded execution model contributes to that problem, and how the new `scheduler.yield()` API offers a clean, effective way to give control back to the browser without breaking your code flow. We’ll walk through the limitations of traditional approaches, introduce task prioritization with `scheduler.yield()`, and show practical examples of how to make apps feel faster and more responsive. By the end, you’ll know how to let your browser take a breather, and your users will feel the difference.
",https://www.linkedin.com/in/aleksandrtkachenko/,WOLFRIEND_Offic,,,,Aleksandr Tkachenko_js.png,https://youtu.be/N6M9wIBqFwY,"let,browser,take",
No,foundations,Anisat Ahmed,Frontend Engineer,,,,,Introduction to ARIA: A Developer's Guide,"ARIA (Accessible Rich Internet Applications) is a set of attributes that makes web content more accessible for people with disabilities, but it can be confusing for developers. This session will simplify ARIA, showing how to use it effectively to make web applications more inclusive for everyone.",https://dev.to/annysah,_annysah,,,,Anisat Ahmed_js.png,https://youtu.be/zXF8g0TkugI,"introduction,aria,guide",
No,foundations,Harshita Dubey,Senior Technical Program Manager,Apex Fintech Solutions, ,,,Transforming Knowledge Systems with Embedded Analytics and JavaScript Insights,"Turn static knowledge systems into dynamic, data-driven ecosystems! Learn how JavaScript-powered analytics slashed retrieval time, boosted self-service by 22 points, and saved $3.7M annually real-world lessons from a global transformation you can replicate.",https://www.linkedin.com/in/harshitadubey777/,,,,,Harshita Dubey_js.png,https://youtu.be/_gkw2ZYf7VA,"transforming,knowledge,embedded",
No,foundations,Linga Annela,Senior Web Developer,Yotta Systems,,,,JavaScript Micro Frontends: Fast-Track AI Integration for Modern Web Apps,"Stop letting monolithic JavaScript apps slow down your AI innovation! Learn how micro frontends with Module Federation unlock lightning-fast AI feature deployment. Real strategies, proven patterns, live demos. Transform your React/Vue/Angular apps into AI-powered experiences users love.",https://www.linkedin.com/in/linga-annela/,,,,,Linga Annela_js.png,https://youtu.be/-rhxpBNeH2o,"micro,frontends,fast",
No,integration,Darshini Jayaprakash,Senior Application Developer,Driscoll's,,,,"API Integration with JavaScript: Scalable, Secure, and Future-Ready Systems","APIs power the modern web and JavaScript leads the way. Join this session to master REST, GraphQL, and event-driven integration. Learn proven patterns for scalability, security, and speed that will transform how you design future-ready applications.",https://www.linkedin.com/in/darshinijayaprakash/,,,,,Darshini Jayaprakash_js.png,https://youtu.be/zAM9-l7W2yY,"integration,tech,tools",
No,integration,Sruthi Erra Hareram,Data Engineer,TELUS Engineer,,,,Cross-Cloud Campaign Analytics Meets JavaScript: Building Scalable Frontends for Big Data Insights,"Explore how JavaScript and big data come together to build responsive, cloud-native analytics dashboards. From API orchestration to sleek React interfaces, learn how we turned backend complexity into front-end clarity for campaign intelligence.",https://www.linkedin.com/in/sruthi-hareram/,,,,,Sruthi Erra Hareram_js.png,https://youtu.be/GIdxSuuEbhg,"cross,campaign,analytics",
No,integration,Rakesh Kumar Yadav,Humanitarian Consultancy Placement,BPP,,,,JavaScript AI Integration: Transforming Healthcare Operations with Measurable Gains,"Discover how JavaScript developers are revolutionizing healthcare with AI-powered solutions. See real implementations using React, Node.js, and ML libraries that streamline operations and save lives. Practical code, proven patterns, measurable impact.",https://www.linkedin.com/in/errk99/,,,,,Rakesh Kumar Yadav_js.png,https://youtu.be/YSlr0N4YL1E,"integration,transforming,healthcare",
No,integration,Nachi Gudipudi,Principal Software Data Engineer,Inovalon,,,,AI-Ready EDI 837 Validation: Automating Claims with Modular JS Frameworks,"Discover how modern JavaScript frameworks are revolutionizing healthcare claims! Learn to automate EDI 837 validation, boost accuracy, and build AI-ready systems that cut costs, reduce errors, and future-proof revenue ops—all in one powerful session.",,,,,,Nachi Gudipudi_js.png,https://youtu.be/5HmkGbF74qE,"edi,validation,automating",
No,intelligence,Ajitha Buvanachandran,,Anna University,,,,Agentic Search with JavaScript: Multi-Agent Intelligence for Next-Gen Insights,"See how JavaScript powers the future of search: agentic systems that decompose queries, orchestrate AI agents, and deliver decision-ready insights. Move beyond retrieval to real intelligence with multi-agent architectures that scale with modern apps and enterprise data.",https://www.linkedin.com/in/ajitha-buvanachandran/,,,,,Ajitha Buvanachandran_js.png,https://youtu.be/9maZ9zMCM9E,"agentic,search,multi",
No,intelligence,Jyoti Kunal Shah,Director of Application Development,ADP,,,,Agentic AI for Autonomous Micro-Frontend User Interfaces and Microservices Evolution in Cloud Platforms,"Cloud-native org. rely on microservices for backend modularity and micro-frontends for scalable user interface delivery. Yet, real-world systems still struggle to evolve. I will talk on a unified Agentic AI framework that autonomously coordinates the co-evolution of micro-frontend UIs using ReactJS.",https://www.linkedin.com/in/jyoti-shah-6a550817/,,,,,Jyoti Kunal Shah_js.png,https://youtu.be/vOEoAdjY5NM,"agentic,autonomous,micro",
No,intelligence,Ujjwala Modepalli,Senior Credit Risk Specialist,Wells Fargo,,,,Client-Side NLP: JavaScript Text Analytics for User Behavior Intelligence,"Your users are talking - are you listening? Discover how to extract powerful insights from text using JavaScript NLP libraries. Process forms, chats, and comments directly in the browser. Uncover hidden user segments and predict behavior using Natural.js and TensorFlow.js - no backend required!",https://www.linkedin.com/in/ujjwalamodepalli/,,,,,Ujjwala Modepalli_js.png,https://youtu.be/zVvGB5Jp88I,"client,side,nlp",
No,intelligence,Jyotirmoy Sundi,Co-founder & CTO,Votal AI INC,,,,Scaling Reinforcement Learning: From Human Feedback to Distributed Intelligence,"Discover how Reinforcement Learning is powering the next wave of AI from aligning large language models like ChatGPT to scaling decision-making across fleets of autonomous agents. Learn practical strategies for building RL systems that adapt, cooperate, and scale in the real world.",https://www.linkedin.com/in/jyotirmoy-sundi/,,,,,Jyotirmoy Sundi_js.png,https://youtu.be/1a6bzhPfQvE,"scaling,reinforcement,learning",
No,security,Priyadarshni Shanmugavadivelu,Principal Product Manager,Microsoft,,,,Scaling Trust: VM Security with Confidential Computing and Zero Trust Architecture,"Traditional VM security is outdated. Discover how Confidential Computing, Trusted Launch, and Zero Trust reshape cloud security—protecting data even from the cloud itself. Learn how to secure workloads at scale and build trust into every layer.",https://www.linkedin.com/in/spriyavelu2003/,,,,,Priyadarshni Shanmugavadivelu_js.png,https://youtu.be/93LtQ5pi3Ko,"scaling,trust,security",
No,security,Rehana Sultana Khan,"Technical Program Manager, Engineering Manager, Senior Member Engineering Staff",Versa Networks,,,,"AI-Driven Rate Limiting for Scalable, Secure, and Cost-Efficient APIs","Discover how AI can revolutionize API protection! Learn to build intelligent, adaptive rate-limiting systems that cut false positives, block attacks with 96.8% accuracy, and reduce cloud costs by 27%. A must-see session for security and DevOps teams building scalable, resilient APIs.",https://www.linkedin.com/in/rehana-sultana-khan/,,,,,Rehana Sultana Khan_js.png,https://youtu.be/PYXt-bflVGc,"rate,limiting,cost",
