Featured,Track,Name1,JobTitle1,Company1,Name2,JobTitle2,Company2,Title,Abstract,LinkedIn1,Twitter1,LinkedIn2,Twitter2,Slides,Picture,YouTube,Keywords,Duration
No,ai,Ram Meka,Principal Systems Developer,Fresenius Medical Care,,,,"The Role of Artificial Intelligence in Transforming Dialysis Healthcare: Advancements, Applications, and Future Directions","Discover how AI is revolutionizing dialysis healthcare by predicting hospitalizations, personalizing treatment, and boosting clinic efficiency.Uncover case studies on AI-driven innovations,from predictive maintenance to wearables, and explore the future of AI in improving outcomes and access to care",https://www.linkedin.com/in/ram-meka/,,,,Ram Meka - Conf42 Kube Native 2024.pdf,Ram Meka_kube.png,https://youtu.be/J5rG5xUK37E,"artificial intelligence,dialysis,healthcare",
No,ai,Deepak Talasila,Staff Software Engineer,Google,,,,Revolutionizing U.S. Healthcare with AI-Driven Platforms: A Kube-Native Approach to Cost Transparency and Affordability,"Discover how a Kube-native, AI-powered platform is transforming U.S. healthcare by delivering real-time, personalized cost estimates, driving transparency, and cutting medical bills by 18%! Learn how AI, big data, and Kubernetes can revolutionize healthcare affordability and access for millions.",https://www.linkedin.com/in/deepaktalasila/,,,,,Deepak Talasila_kube.png,https://youtu.be/XOqpQIsbwvM,"ai,platforms,cost transparency",
No,cloud,Victor Onyenagubom,Lecturer in Cybersecurity,Teesside University,,,,Encrypting Your Way to Safety: Data Security in Kubernetes,"Unlock the secrets to safeguarding your data in Kubernetes! Join me for an exhilarating dive into encryption techniques, secure storage solutions, and cutting-edge practices to protect data at rest and in transit. Discover how to fortify your Kubernetes clusters against breaches.",https://www.linkedin.com/in/victor-onyenagubom/,,,,Victor Onyenagubom - Conf42 Kube Native 2024.pdf,Victor Onyenagubom_kube.png,https://youtu.be/5AkZBFEsAnI,"data security,encryption,kubernetes",
No,cloud,Koray Oksay,Kubernetes Consultant,Kubermatic,Batuhan Apaydin,Organizer KCD Turkey & Istanbul Cluster,,KubeVirt Alchemy: Transforming VMs into Kubernetes Workloads,"According to the CNCF Annual Survey 2023, only 39% said they use containers ""for most or all production applications."" This indicates that many organizations have only partially migrated their applications to containers or have not even started. KubeVirt is a technology that bridges this gap.",https://www.linkedin.com/in/korayoksay/,@korayoksay,https://www.linkedin.com/in/bthnapydin/,,Koray Oksay & Batuhan Apaydin - Conf42 Kube Native 2024.pdf,Koray Oksay & Batuhan Apaydin_kube.png,https://youtu.be/XH96hrbCWqo,"kubevirt,vms,kubernetes workloads",
No,cloud,Piyush Mattoo,Senior Solutions Architect,AWS,Dariush Azimi,Senior Solutions Architect,AWS,The Frugal k8s Engineer: Strategies for Amazon EKS,"Inspired by Dr. Werner Vogels re:Invent 2023 Keynote topics The Frugal Architect on building cost aware workloads, this session will delve into practical strategies and best practices for optimizing costs associated with running Kubernetes clusters on AWS.

Viewers will gain insights into:

- Identifying and Eliminating Underutilized Resources
- Implementing Effective Autoscaling Strategies 
- Using Spot Instances and Reserved Instances to Reduce Compute Costs
- Best Practices for Storage and Networking Cost Optimization 
- Monitoring and Controlling Costs with AWS Cost Explorer and Third-Party Tools",https://www.linkedin.com/in/piyush-mattoo-aws/,@pmattoo,https://www.linkedin.com/in/dariushazimi/,,,Piyush Mattoo & Dariush Azimi_kube.png,https://youtu.be/YeWxAjUFHQ8,"karpenter,kubernetes,optimization",
No,data,Daniil Fedotov,Senior Open Source Engineer,Kasten by Veeam,,,,Using cloud native approach to organize data protection,"Modern cloud applications and platforms make it easy to use multiple data services and tools resulting in wide range of deployments, services and data stores. In this talk we're going to learn how to use K8s tools to organize data protection and make day2 operations easier using CNCF project Kanister",https://www.linkedin.com/in/daniilfedotov/,,,,Daniil Fedotov - Conf42 Kube Native 2024.pdf,Daniil Fedotov_kube.png,https://youtu.be/AB-b4ScpPNQ,"cloud native,data protection,organization",
No,data,Rotem Tamir,Co-Founder & CTO,Ariga,,,,Strategies for Reliable Database Schema Migrations,"Database schema migrations are a ubiquitous part of managing modern apps. But they can be complex and unreliable, making them dreadful for developers and operators. This talk explores strategies for detecting and mitigating migration risks using ""Database Schema-as-Code"" tools such as Atlas.",https://www.linkedin.com/in/rotem-tamir-79538130/,@_rtam,,,,Rotem Tamir_kube.png,https://youtu.be/utBgBSpKLVI,"database schema,reliable,migrations",
No,data,Shiva Kumar Chinnam,Senior Cloud Engineer,Rialtic,,,,Revolutionizing Healthcare Data Processing with Kubernetes: Enhancing Reliability and Efficiency,"Discover how Kubernetes is transforming healthcare data processing! Learn how it cuts downtime by 50%, boosts reliability by 40%, and handles terabytes of data with ease. Join us to explore practical strategies for revolutionizing patient care and operational efficiency with Kubernetes",https://www.linkedin.com/in/shivakchinnam/,,,,Shiva Kumar Chinnam - Conf42 Kube Native 2024.pdf,Shiva Kumar Chinnam_kube.png,https://youtu.be/cbdqw-X0ZXg,"healthcare,kubernetes,data processing",
No,data,Tim Spann,Principal Developer Advocate,Zilliz,,,,Unleashing the Potential of Cloud Native Open Source Vector Databases,"The quick and easy way to run a true cloud native open source vector database for RAG, Semantic Search, Image Search and many more use cases the cloud native way.",https://www.linkedin.com/in/timothyspann/,@PaasDev,,,Tim Spann - Conf42 Kube Native 2024.pdf,Tim Spann_kube.png,https://youtu.be/X5fR2SIS8x8,"cloud native,open source,vector databases",
No,deep dive,Or Rozenzweig,Backend Developer,Wix,,,,"How to monitor your business, and not just your pods","Your dashboard glows green, but angry users flood support. Revenue drops sharply. Hours later, you uncover a critical bug. 0 alerts. Join me to revolutionize your monitoring. Learn to catch business-killing issues before they strike. Live demo included. Don't just watch pods—safeguard your business.",https://www.linkedin.com/in/or-rozenzweig-5898b8153/,,,,Or Rozenzweig - Conf42 Kube Native 2024.pdf,Or Rozenzweig_kube.png,https://youtu.be/j5gZlJqZcto,"business monitoring,pods,monitoring",
